,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,Unnamed: 0,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating
1020,3467,282,618,43.2,1424,1151,273,0,267,15,0,18569,"118,843",24.0,7818,7964,AVOCA,VIC,143.412675,-37.105993,AVOCA,Delivery Area,Updated 6-Feb-2020,20103.0,Maryborough - Pyrenees,201.0,Ballarat,R3,-37.0638618,143.4554195,20103101303.0,20103101303.0,201031013.0,Avoca,20103.0,Maryborough - Pyrenees,201.0,Ballarat,2.0,2.0,5.0,5.0,Mallee,,V2,PHN206,Western Victoria,Pyrenees,25990.0,Mallee,Rural
1021,3468,76,161,45.3,390,285,105,0,73,3,0,6859,"43,899",8.8,7820,7966,AMPHITHEATRE,VIC,143.379493,-37.261481,AMPHITHEATRE,Delivery Area,Updated 6-Feb-2020,20103.0,Maryborough - Pyrenees,201.0,Ballarat,R3,-37.1878175,143.4682535,20103101307.0,20103101307.0,201031013.0,Avoca,20103.0,Maryborough - Pyrenees,201.0,Ballarat,2.0,2.0,5.0,5.0,Mallee,,V2,PHN206,Western Victoria,Pyrenees,25990.0,Wannon,Rural
1022,3469,62,155,34.8,374,250,124,0,54,8,0,6669,"42,683",9.0,7822,7968,ELMHURST,VIC,143.280627,-37.172964,ELMHURST,Delivery Area,Updated 6-Feb-2020,20103.0,Maryborough - Pyrenees,201.0,Ballarat,R3,-37.18333300000001,143.25,20103101304.0,20103101304.0,201031013.0,Avoca,20103.0,Maryborough - Pyrenees,201.0,Ballarat,3.0,2.0,5.0,5.0,Wannon,322.96234130859403,V2,PHN206,Western Victoria,Pyrenees,25990.0,Wannon,Rural
1023,3472,382,872,42.5,1625,1439,186,0,371,11,0,19289,"123,448",25.7,7827,7973,BET BET,VIC,143.657638,-36.864952,DUNOLLY LPO,Delivery Area,Updated 6-Feb-2020,20203.0,Loddon - Elmore,202.0,Bendigo,R3,-36.9217288,143.7531872,20103101712.0,20103101712.0,201031017.0,Maryborough Region,20103.0,Maryborough - Pyrenees,201.0,Ballarat,2.0,2.0,5.0,5.0,Mallee,224.064239501953,V2,PHN206,Western Victoria,Central Goldfields,21670.0,Mallee,Rural
1024,3475,88,234,36.3,405,354,51,0,85,3,0,12623,"80,787",16.8,7838,7702,ARCHDALE,VIC,143.51213,-36.70633,BEALIBA,Delivery Area,Updated 6-Feb-2020,21501.0,Grampians,215.0,North West,R3,-36.8345009,143.5307957,20103101704.0,20103101704.0,201031017.0,Maryborough Region,20103.0,Maryborough - Pyrenees,201.0,Ballarat,2.0,2.0,5.0,5.0,Mallee,,V2,PHN206,Western Victoria,Central Goldfields,21670.0,Mallee,Rural
1025,3477,176,455,36.9,908,731,177,0,168,8,0,40486,"259,111",54.4,7845,7,AVON PLAINS,VIC,143.230699,-36.688551,,,Updated 25-Mar-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-36.5508,142.925,21501139106.0,21501139106.0,215011391.0,St Arnaud,21501.0,Grampians,215.0,North West,3.0,3.0,5.0,5.0,Mallee,301.296966552734,V2,PHN206,Western Victoria,Northern Grampians,25810.0,Mallee,Rural
1026,3478,477,1352,32.6,2920,1863,1057,0,441,36,0,42649,"272,954",57.4,7875,7709,AVON PLAINS,VIC,143.230699,-36.688551,ST ARNAUD,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-36.5508207,142.9246631,21501139106.0,21501139106.0,215011391.0,St Arnaud,21501.0,Grampians,215.0,North West,3.0,3.0,5.0,5.0,Mallee,301.296966552734,V2,PHN206,Western Victoria,Northern Grampians,25810.0,Mallee,Rural
1027,3480,290,869,29.8,2108,1191,917,0,259,31,0,53280,"340,990",71.8,7909,7744,AREEGRA,VIC,142.96805700000004,-36.31227,DONALD LPO,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-36.2803801,142.7065456,21501139402.0,21501139402.0,215011394.0,Yarriambiack,21501.0,Grampians,215.0,North West,3.0,3.0,5.0,5.0,Mallee,115.6640625,V2,PHN206,Western Victoria,Buloke,21270.0,Mallee,Rural
1028,3482,47,125,32.8,466,185,281,0,41,6,0,8806,"56,356",11.8,7930,7762,MASSEY,VIC,142.76658799999996,-36.17028,WATCHEM,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-36.2332465,142.8954072,21503140016.0,21503140016.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Buloke,21270.0,Mallee,Rural
1029,3483,170,407,36.9,1036,694,342,0,150,20,0,14002,"89,612",20.2,7935,7767,BALLAPUR,VIC,142.890804,-35.90176500000001,BIRCHIP LPO,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.9721684,142.7503873,21503140011.0,21503140011.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Buloke,21270.0,Mallee,Rural
1030,3485,57,211,26.5,276,265,11,0,56,1,0,11971,"76,617",17.3,7946,7778,BANYAN,VIC,142.671962,-35.711533,WOOMELANG,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.6103603,142.8198735,21503140003.0,21503140003.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN206,Western Victoria,Buloke,21270.0,Mallee,Rural
1031,3487,17,43,,86,52,34,0,15,2,0,3679,"23,546",5.3,7950,7782,LASCELLES,VIC,142.616079,-35.515627,LASCELLES,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.55460220000001,142.5959129,21501139419.0,21501139419.0,215011394.0,Yarriambiack,21501.0,Grampians,215.0,North West,3.0,3.0,5.0,5.0,Mallee,74.7189636230469,V2,PHN206,Western Victoria,Yarriambiack,27630.0,Mallee,Rural
1032,3488,18,65,26.2,69,57,12,0,17,1,0,4789,"30,652",6.9,7951,7783,SPEED,VIC,142.427118,-35.435634,SPEED,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.3897214,142.4362235,21501139419.0,21501139419.0,215011394.0,Yarriambiack,21501.0,Grampians,215.0,North West,3.0,3.0,5.0,5.0,Mallee,83.9606552124023,V2,PHN206,Western Victoria,Yarriambiack,27630.0,Mallee,Rural
1033,3489,9,39,,135,45,90,0,8,1,0,3681,"23,558",5.3,7954,7785,TEMPY,VIC,142.425302,-35.33247700000001,TEMPY,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-35.3151716,142.4039296,21501139419.0,21501139419.0,215011394.0,Yarriambiack,21501.0,Grampians,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN206,Western Victoria,Swan Hill,26610.0,Mallee,Rural
1034,3490,189,695,23.5,257907,735,692,256480,163,25,1,32298,"206,705",47.1,7955,20866,BIG DESERT,VIC,141.4849679,-35.62103426,Ouyen,Delivery Area,Updated 6-Feb-2020,40703.0,Murray and Mallee,407.0,South Australia - South East,R3,-35.6209,141.485,21502139805.0,21502139805.0,215021398.0,Mildura Region,21502.0,Mildura,215.0,North West,4.0,4.0,6.0,6.0,Mallee,,V2,PHN206,Western Victoria,Hindmarsh,22980.0,Mallee,Rural
1035,3491,29,71,35.2,160,104,56,0,25,4,0,5940,"38,018",8.7,7963,7791,PATCHEWOLLOCK,VIC,142.218273,-35.434099,PATCHEWOLLOCK,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-35.394936,142.1063337,21502139811.0,21502139811.0,215021398.0,Mildura Region,21502.0,Mildura,215.0,North West,3.0,3.0,5.0,5.0,Mallee,72.0,V2,PHN206,Western Victoria,Yarriambiack,27630.0,Mallee,Rural
1036,3494,90,381,16.5,220159,330,653,219176,63,24,3,16996,"108,775",24.7,7964,7792,CARWARP,VIC,142.348315,-34.486406,NANGILOC,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-34.4593153,142.20331930000003,21502139803.0,21502139803.0,215021398.0,Mildura Region,21502.0,Mildura,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1037,3496,1023,2848,30.7,8784,4383,3335,1066,875,147,1,96248,"615,986",140.4,7968,7796,CARDROSS,VIC,142.144177,-34.287804,RED CLIFFS,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-34.3,142.15,21502139909.0,21502139909.0,215021399.0,Red Cliffs,21502.0,Mildura,215.0,North West,3.0,3.0,3.0,3.0,Mallee,92.6629638671875,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1038,3498,886,2068,33.9,8256,3832,3796,628,702,182,2,75124,"480,791",109.8,7978,7805,IRYMPLE,VIC,142.172516,-34.238385,IRYMPLE LPO,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-34.2495272,142.159382,21502139504.0,21502139504.0,215021395.0,Irymple,21502.0,Mildura,215.0,North West,3.0,3.0,3.0,3.0,Mallee,,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1039,3500,4241,15357,23.7,32070,18266,13654,150,3637,603,1,324071,"2,074,054",474.7,7979,7806,MILDURA,VIC,142.15416100000004,-34.1931,MILDURA DC,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-34.2151229,142.1169401,21502139764.0,21502147004.0,215021470.0,Mildura - South,21502.0,Mildura,215.0,North West,3.0,3.0,3.0,3.0,Mallee,,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1040,3501,446,718,45.4,7391,1692,2175,3524,326,119,1,28872,"184,779",42.1,7983,7810,HATTAH,VIC,142.100896,-34.243279,MILDURA DC,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-34.7711842,142.38679,21502139811.0,21502139811.0,215021398.0,Mildura Region,21502.0,Mildura,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1041,3505,826,1860,38.4,7147,3488,2764,895,714,108,4,67111,"429,509",98.0,7989,7816,BIRDWOODTON,VIC,142.004192,-34.180532,MERBEIN,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-34.196389,142.058611,21502139607.0,21502139607.0,215021396.0,Merbein,21502.0,Mildura,215.0,North West,3.0,3.0,3.0,3.0,Mallee,54.0,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1042,3506,3,27,,10,10,0,0,3,0,0,2623,"16,789",3.8,7996,7823,COWANGIE,VIC,141.385876,-35.204199,OUYEN,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-35.1766811,141.36799140000005,21502139812.0,21502139812.0,215021398.0,Mildura Region,21502.0,Mildura,215.0,North West,4.0,4.0,6.0,6.0,Mallee,,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1043,3507,31,73,41.1,151,140,11,0,30,1,0,4998,"31,987",7.3,7997,7824,WALPEUP,VIC,142.035659,-35.120596,WALPEUP,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-35.115573,142.0639245,21502139811.0,21502139811.0,215021398.0,Mildura Region,21502.0,Mildura,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1044,3509,47,115,38.3,239,198,41,0,44,3,0,4571,"29,256",6.7,7998,7825,LINGA,VIC,141.680385,-35.155031,UNDERBOOL,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-35.1696885,141.69679119999995,21502139812.0,21502139812.0,215021398.0,Mildura Region,21502.0,Mildura,215.0,North West,4.0,4.0,6.0,6.0,Mallee,,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1045,3512,70,209,31.1,334,269,65,0,65,5,0,12593,"80,598",18.3,8000,7827,CARINA,VIC,141.121226,-35.39199,MURRAYVILLE,Delivery Area,Updated 6-Feb-2020,21502.0,Mildura,215.0,North West,R3,-35.214161299999994,141.0951097,21502139812.0,21502139812.0,215021398.0,Mildura Region,21502.0,Mildura,215.0,North West,4.0,4.0,6.0,6.0,Mallee,104.30972290039101,V2,PHN205,Murray,Mildura,24780.0,Mallee,Rural
1046,3515,404,826,45.0,2478,1897,581,0,372,32,0,29361,"187,909",39.1,8003,7829,MARONG,VIC,144.062915,-36.729444,MARONG,Delivery Area,Updated 6-Feb-2020,20203.0,Loddon - Elmore,202.0,Bendigo,R3,-36.733333,144.133333,20202102608.0,20202102608.0,202021026.0,Bendigo Region - South,20202.0,Heathcote - Castlemaine - Kyneton,202.0,Bendigo,2.0,2.0,2.0,2.0,Bendigo,,V2,PHN205,Murray,Greater Bendigo,22620.0,Mallee,Rural
1047,3516,139,333,37.5,815,503,312,0,125,14,0,11949,"76,475",15.9,8006,7831,BRIDGEWATER,VIC,144.041722,-36.607616,BRIDGEWATER,Delivery Area,Updated 6-Feb-2020,20203.0,Loddon - Elmore,202.0,Bendigo,R3,-36.60471920000001,143.9405609,20203103302.0,20203103302.0,202031033.0,Loddon,20203.0,Loddon - Elmore,202.0,Bendigo,2.0,2.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Loddon,23940.0,Mallee,Rural
1048,3517,350,717,44.8,1928,1194,734,0,321,29,0,30521,"195,332",40.7,8012,7837,BEARS LAGOON,VIC,143.886832,-36.483116,INGLEWOOD LPO,Delivery Area,Updated 6-Feb-2020,20203.0,Loddon - Elmore,202.0,Bendigo,R3,-36.3439954,143.9748939,20203103305.0,20203103305.0,202031033.0,Loddon,20203.0,Loddon - Elmore,202.0,Bendigo,3.0,3.0,5.0,5.0,Mallee,126.803779602051,V2,PHN205,Murray,Loddon,23940.0,Mallee,Rural
1049,3518,295,794,35.3,1389,1082,307,0,280,15,0,18556,"118,757",24.7,8024,7565,BERRIMAL,VIC,143.58621499999995,-36.474937,WEDDERBURN,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-36.4821643,143.5022376,20203103308.0,20203103308.0,202031033.0,Loddon,20203.0,Loddon - Elmore,202.0,Bendigo,3.0,3.0,5.0,5.0,Mallee,207.522857666016,V2,PHN205,Murray,Loddon,23940.0,Mallee,Rural
1050,3520,42,102,40.2,170,140,30,0,41,1,0,3059,"19,579",4.1,8040,7581,KINYPANIAL,VIC,143.810786,-36.405771,WEDDERBURN,Delivery Area,Updated 6-Feb-2020,20203.0,Loddon - Elmore,202.0,Bendigo,R3,-36.353301,143.7520153,20203103311.0,20203103311.0,202031033.0,Loddon,20203.0,Loddon - Elmore,202.0,Bendigo,3.0,3.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Loddon,23940.0,Mallee,Rural
1051,3521,137,277,44.8,746,562,184,0,124,13,0,3856,"24,677",4.9,8043,7584,PYALONG,VIC,144.912693,-37.090071,PYALONG,Delivery Area,Updated 6-Feb-2020,20401.0,Upper Goulburn Valley,204.0,Hume,R3,-37.0989702,144.851121,20401106009.0,20401106009.0,204011060.0,Seymour Region,20401.0,Upper Goulburn Valley,204.0,Hume,2.0,2.0,5.0,5.0,Nicholls,,V2,PHN205,Murray,Mitchell,24850.0,Nicholls,Rural
1052,3522,85,165,48.5,413,348,65,0,80,5,0,6883,"44,053",8.8,8044,7585,EMU FLAT,VIC,144.747197,-37.050037,HEATHCOTE,Delivery Area,Updated 6-Feb-2020,20401.0,Upper Goulburn Valley,204.0,Hume,R3,-37.122134,144.752773,20401106010.0,20401106010.0,204011060.0,Seymour Region,20401.0,Upper Goulburn Valley,204.0,Hume,2.0,2.0,5.0,5.0,Nicholls,391.312652587891,V2,PHN205,Murray,Mitchell,24850.0,Nicholls,Rural
1053,3523,922,2352,36.9,4779,3599,1180,0,869,53,0,36199,"231,676",48.3,8047,7587,ARGYLE,VIC,144.768359,-36.837461,HEATHCOTE,Delivery Area,Updated 6-Feb-2020,21601.0,Campaspe,216.0,Shepparton,R3,-36.9470859,144.7227565,20202102909.0,20202102909.0,202021029.0,Heathcote,20202.0,Heathcote - Castlemaine - Kyneton,202.0,Bendigo,2.0,2.0,5.0,5.0,Bendigo,,V2,PHN205,Murray,Greater Bendigo,22620.0,Nicholls,Rural
1054,3525,284,673,39.4,2042,1117,585,340,265,18,1,19889,"127,289",28.7,8057,7597,BARRAKEE,VIC,143.364316,-36.2835,CHARLTON LPO,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-36.2914398,143.4666497,21503140009.0,21503140009.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,133.511276245117,V2,PHN205,Murray,Loddon,23940.0,Mallee,Rural
1055,3527,133,421,29.0,743,506,237,0,122,11,0,24008,"153,654",34.6,8074,7612,BUNGULUKE,VIC,143.241334,-36.07096,WYCHEPROOF LPO,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-36.067963,143.3808229,21503140010.0,21503140010.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,107.14299011230499,V2,PHN205,Murray,Buloke,21270.0,Mallee,Rural
1056,3529,17,43,,103,83,20,0,15,2,0,5057,"32,364",7.3,8087,7621,KALPIENUNG,VIC,143.232677,-35.82425900000001,NULLAWIL,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.8374233,143.26313430000005,21503140019.0,21503140019.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Buloke,21270.0,Mallee,Rural
1057,3530,22,68,29.4,126,85,41,0,20,2,0,6372,"40,782",9.2,8089,7623,CULGOA,VIC,143.152747,-35.701439,CULGOA,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.717845200000006,143.10402480000005,21503140019.0,21503140019.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,83.3060836791992,V2,PHN205,Murray,Buloke,21270.0,Mallee,Rural
1058,3531,26,82,30.5,117,104,13,0,25,1,0,6714,"42,971",9.7,8093,7625,BERRIWILLOCK,VIC,142.943814,-35.616408,BERRIWILLOCK,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.63922020000001,142.9909246,21503140017.0,21503140017.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,,V2,PHN205,Murray,Buloke,21270.0,Mallee,Rural
1059,3533,146,401,31.9,950,529,421,0,128,18,0,19554,"125,144",28.2,8096,7628,BIMBOURIE,VIC,142.839304,-35.384557,SEA LAKE LPO,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.3120424,142.7691482,21503140003.0,21503140003.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,44.3191909790039,V2,PHN205,Murray,Swan Hill,26610.0,Mallee,Rural
1060,3537,192,485,37.1,1328,807,521,0,180,12,0,16593,"106,193",24.0,8109,7637,BARRAPORT,VIC,143.74445500000004,-36.079335,BOORT LPO,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-36.0307362,143.69658950000004,20203103313.0,20203103313.0,202031033.0,Loddon,20203.0,Loddon - Elmore,202.0,Bendigo,3.0,3.0,5.0,5.0,Mallee,92.0121078491211,V2,PHN205,Murray,Loddon,23940.0,Mallee,Rural
1061,3540,70,155,41.9,310,245,65,0,65,5,0,7310,"46,785",10.5,8118,7646,CANNIE,VIC,143.45008,-35.89277,QUAMBATOOK,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.7545959,143.4441754,21503140108.0,21503140108.0,215031401.0,Gannawarra,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,94.9559478759766,V2,PHN205,Murray,Gannawarra,22250.0,Mallee,Rural
1062,3542,32,68,41.2,186,138,48,0,28,4,0,6238,"39,921",9.0,8122,7650,COKUM,VIC,143.406398,-35.700788,SWAN HILL,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.7546836,143.2568631,21503140019.0,21503140019.0,215031400.0,Buloke,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,98.7909469604492,V2,PHN205,Murray,Gannawarra,22250.0,Mallee,Rural
1063,3544,54,128,37.5,328,241,87,0,48,6,0,11693,"74,838",16.9,8126,20886,CHINANGIN,VIC,143.17540830000004,-35.51717216,Victoria Country 5,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-35.5235843,143.18317439999996,21503140503.0,21503140503.0,215031405.0,Swan Hill Region,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,69.9322891235352,V2,PHN205,Murray,Swan Hill,26610.0,Mallee,Rural
1064,3546,81,195,39.5,450,352,98,0,77,4,0,13782,"88,204",19.9,8133,7656,BOLTON,VIC,142.850456,-35.060163,MANANGATANG,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-34.967946999999995,142.8799207,21503140509.0,21503140509.0,215031405.0,Swan Hill Region,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,59.8265228271484,V2,PHN205,Murray,Swan Hill,26610.0,Mallee,Rural
1065,3549,445,1490,18.3,238649,1344,6271,231034,273,164,8,64424,"412,314",94.0,8140,7662,ANNUELLO,VIC,142.820973,-34.766049,ROBINVALE,Delivery Area,Updated 6-Feb-2020,21503.0,Murray River - Swan Hill,215.0,North West,R3,-34.9069376,142.86769109999997,21503140507.0,21503140507.0,215031405.0,Swan Hill Region,21503.0,Murray River - Swan Hill,215.0,North West,3.0,3.0,5.0,5.0,Mallee,67.7464141845703,V2,PHN205,Murray,Swan Hill,26610.0,Mallee,Rural
1066,3550,4825,21644,20.6,28656,17918,9818,920,4460,362,3,366178,"2,343,538",490.7,8152,7669,BENDIGO,VIC,144.285267,-36.764269,BENDIGO DC,Delivery Area,Updated 6-Feb-2020,20201.0,Bendigo,202.0,Bendigo,R3,-36.7570157,144.2793906,20201101835.0,20201101835.0,202011018.0,Bendigo,20201.0,Bendigo,202.0,Bendigo,2.0,2.0,2.0,2.0,Bendigo,,V2,PHN205,Murray,Greater Bendigo,22620.0,Bendigo,Provincial
1067,3551,5997,13528,40.7,36604,26526,8813,1265,5510,484,3,334432,"2,140,366",446.8,8168,7685,ARNOLD,VIC,144.45793700000004,-36.78137,BENDIGO MC OPERATIONS,Delivery Area,Updated 6-Feb-2020,21601.0,Campaspe,216.0,Shepparton,R3,-36.6723618,143.81864850000005,20203103307.0,20203103307.0,202031033.0,Loddon,20203.0,Loddon - Elmore,202.0,Bendigo,2.0,2.0,5.0,5.0,Bendigo,188.783584594727,V2,PHN206,Western Victoria,Greater Bendigo,22620.0,Nicholls,Rural
1068,3555,2612,10173,24.4,15598,10347,3695,1556,2485,124,3,164522,"1,052,938",220.3,8211,7442,BIG HILL,VIC,144.245239,-36.777226,GOLDEN SQUARE,Delivery Area,Updated 6-Feb-2020,20201.0,Bendigo,202.0,Bendigo,R3,-36.8335675,144.2394389,20201102204.0,20201102204.0,202011022.0,Kangaroo Flat - Golden Square,20201.0,Bendigo,202.0,Bendigo,2.0,2.0,2.0,2.0,Bendigo,,V2,PHN205,Murray,Greater Bendigo,22620.0,Bendigo,Provincial
1069,3556,1968,7291,26.1,9520,7998,1522,0,1901,67,0,106265,"680,097",142.0,8217,7448,CALIFORNIA GULLY,VIC,144.178282,-36.656422,BENDIGO DC,Delivery Area,Updated 6-Feb-2020,20203.0,Loddon - Elmore,202.0,Bendigo,R3,-36.7303149,144.2620417,20201101901.0,20201101901.0,202011019.0,California Gully - Eaglehawk,20201.0,Bendigo,202.0,Bendigo,2.0,2.0,2.0,2.0,Bendigo,158.853530883789,V2,PHN205,Murray,Greater Bendigo,22620.0,Mallee,Rural
1070,3557,148,349,39.0,1277,649,161,467,136,11,1,13457,"86,122",18.0,8228,7459,BARNADOWN,VIC,144.57678700000002,-36.63511,GOORNONG,Delivery Area,Updated 6-Feb-2020,21601.0,Campaspe,216.0,Shepparton,R3,-36.6558714,144.515303,20203103205.0,20203103205.0,202031032.0,Bendigo Region - North,20203.0,Loddon - Elmore,202.0,Bendigo,2.0,2.0,2.0,2.0,Bendigo,149.793045043945,V2,PHN205,Murray,Greater Bendigo,22620.0,Nicholls,Rural
1071,3558,193,511,36.2,905,734,171,0,185,8,0,10489,"67,131",14.0,8233,7464,BURNEWANG,VIC,144.638363,-36.51553,ELMORE LPO,Delivery Area,Updated 6-Feb-2020,21601.0,Campaspe,216.0,Shepparton,R3,-36.4859172,144.62850469999995,21601141005.0,21601141005.0,216011410.0,Rushworth,21601.0,Campaspe,216.0,Shepparton,2.0,2.0,5.0,5.0,Bendigo,137.90148925781298,V2,PHN205,Murray,Campaspe,21370.0,Nicholls,Rural
1072,3559,73,303,20.5,585,280,305,0,62,11,0,17002,"108,810",24.0,8239,7469,AVONMORE,VIC,144.805307,-36.57007700000001,ELMORE LPO,Delivery Area,Updated 6-Feb-2020,21601.0,Campaspe,216.0,Shepparton,R3,-36.5381814,144.533448,20203103204.0,20203103204.0,202031032.0,Bendigo Region - North,20203.0,Loddon - Elmore,202.0,Bendigo,2.0,2.0,5.0,5.0,Nicholls,112.069610595703,V2,PHN205,Murray,Campaspe,21370.0,Nicholls,Rural
1073,3561,932,2093,39.9,14770,3577,2682,8511,835,95,2,77169,"493,884",109.0,8247,7475,BALLENDELLA,VIC,144.709543,-36.321109,ROCHESTER,Delivery Area,Updated 6-Feb-2020,21601.0,Campaspe,216.0,Shepparton,R3,-36.3032416,144.64468730000004,21601140902.0,21601140902.0,216011409.0,Rochester,21601.0,Campaspe,216.0,Shepparton,2.0,2.0,5.0,3.0,Nicholls,,V2,PHN205,Murray,Campaspe,21370.0,Nicholls,Rural
1074,3562,72,125,45.6,714,301,413,0,57,15,0,8529,"54,584",12.0,8259,7486,TORRUMBARRY,VIC,144.46276,-36.062544,TORRUMBARRY,Delivery Area,Updated 6-Feb-2020,21601.0,Campaspe,216.0,Shepparton,R3,-36.0471946,144.5437205,21601140811.0,21601140811.0,216011408.0,Lockington - Gunbower,21601.0,Campaspe,216.0,Shepparton,2.0,2.0,5.0,5.0,Nicholls,90.7757415771484,V2,PHN205,Murray,Campaspe,21370.0,Nicholls,Rural
